term,b0,b1,b1prior,count,party,political,demPolitical,repPolitical,interPartyPolitical,nWords,totCount,demCount,repCount,totCandN,demIncN,repIncN,demCandN,repCandN,maxCandN,secondCandN,maxGap,maxGap2ndRatio,maxToTotalMinusMaxRatio,outlierCapped,maxDemCandN,secondDemCandN,maxDemGap,maxDemGap2ndRatio,maxDemToTotalMinusMaxRatio,outlierCappedDem,maxRepCandN,secondRepCandN,maxRepGap,maxRepToTotalMinusMaxRatio,maxRepGap2ndRatio,outlierCappedRep,bParty,tParty,bDemRCCount,tDemRCCount,bRepRCCount,tRepRCCount,numChar
dealings,-5.29,2.86,0,135,R,1,0,1,1,1,199,57,135,128,25,28,44,79,7,7,0,0,0.036,0,5,2,3,1.5,0.096,0,7,7,0,0.055,0,0,0.24,3.6,0.4,0.8,2.501,5.62,8
lefts,-2.1,1.06,0,300,R,1,0,1,1,1,302,2,300,144,0,57,2,142,14,11,3,0.273,0.049,0,1,1,0,0,1,0,14,11,3,0.049,0.273,0,0.97,8.22,0,0,0.868,3.67,5
wapo,-5.3,2.3,0,208,R,1,0,1,1,1,345,73,208,116,9,17,46,57,90,21,69,3.286,0.353,1,6,4,2,0.5,0.09,0,90,12,78,0.763,6.5,1,0.14,4.17,0.53,0.54,1.793,3.12,4
mccabe,-4.09,2.24,0,215,R,1,0,1,1,1,260,29,215,87,10,21,18,63,21,17,4,0.235,0.088,0,6,4,2,0.5,0.261,0,21,17,4,0.108,0.235,0,0.5,4.25,0.03,0.04,1.778,5.38,6
hash_filltheseat,-1.89,0.87,0,254,R,1,0,1,1,2,257,2,254,88,0,44,2,85,21,20,1,0.05,0.089,0,1,1,0,0,1,0,21,20,1,0.09,0.05,0,0.8,5.16,0,0,0.819,3.1,16
blinded,-4.68,1.96,0,85,R,1,0,1,1,1,137,50,85,105,11,24,39,64,4,4,0,0,0.03,0,4,3,1,0.333,0.087,0,4,4,0,0.049,0,0,0.13,3.34,1.11,1.38,1.868,3.23,7
tiktok,-2.99,1.67,0,247,R,1,0,1,1,1,457,177,247,178,23,32,99,69,64,16,48,3,0.163,1,9,6,3,0.5,0.054,0,64,16,48,0.35,3,1,0.69,4.44,0.21,0.5,1.363,5.15,6
autonomous,-2.19,0.98,0,232,R,1,0,1,1,1,315,68,232,150,25,55,42,100,13,12,1,0.083,0.043,0,9,6,3,0.5,0.153,0,13,12,1,0.059,0.083,0,0.63,6.21,0.66,1.25,0.864,3.17,10
hash_schoolchoice,-4.52,2.32,0,182,R,1,0,1,1,2,185,3,182,91,0,30,3,88,18,12,6,0.5,0.108,0,1,1,0,0,0.5,0,18,12,6,0.11,0.5,0,0.33,4.33,0,0,2.234,5.11,17
fiscally,-4.81,2.42,0,122,R,1,0,1,1,1,202,74,122,133,20,34,57,70,8,6,2,0.333,0.041,0,4,3,1,0.333,0.057,0,8,6,2,0.07,0.333,0,0.24,4.52,1.28,1.97,2.046,4.64,8
cartels,-3.82,2.48,0,370,R,1,0,1,1,1,452,78,370,152,14,50,43,107,124,24,100,4.167,0.378,1,24,6,18,3,0.444,0,124,16,108,0.504,6.75,1,0.87,6.74,0.55,0.76,2.09,8.06,7
censors,-5.94,3.29,0,119,R,1,0,1,1,1,140,12,119,80,4,27,12,65,10,7,3,0.429,0.077,0,1,1,0,0,0.091,0,10,7,3,0.092,0.429,0,0.33,6.2,0.44,0.28,2.574,5.72,7
narcotics,-3.68,1.68,0,85,R,1,0,1,1,1,115,29,85,65,14,27,23,41,16,7,9,1.286,0.162,0,3,3,0,0,0.115,0,16,7,9,0.232,1.286,0,0.33,3.64,0.16,0.23,1.408,3.71,9
leftists,-7.52,4.66,0,566,R,1,0,1,1,1,772,171,566,183,1,20,43,128,102,26,76,2.923,0.152,1,26,22,4,0.182,0.179,0,102,26,76,0.22,2.923,1,0.45,4.38,282.34,0,3.877,8.51,8
marxists,-4.87,2.12,0,198,R,1,0,1,1,1,210,9,198,85,0,16,5,78,37,13,24,1.846,0.214,1,5,1,4,4,1.25,0,37,13,24,0.23,1.846,1,0.21,4.31,0,0,1.748,3.28,8
clapper,-9.1,5.27,0,158,R,1,0,1,1,1,170,7,158,66,0,15,4,59,13,13,0,0,0.083,0,4,1,3,3,1.333,0,13,13,0,0.09,0,0,0.2,3.79,0,0,5.374,7.03,7
hash_cpac2020,-6.22,3.39,0,135,R,1,0,1,1,2,136,1,135,36,0,14,1,35,12,11,1,0.091,0.097,0,1,0,1,0,0,0,12,11,1,0.098,0.091,0,0.29,4.11,0,0,2.695,5.46,13
