stateDist,state,senate,district,competitiveness,partisanshipCong2020,notes2020,demPct,demPct2Party,demPct2ndDem,repPct_incomplete,repPct2ndRep,thirdPct,demCong2020_count,dem2Cong2020_count,repCong2020_count,rep2Cong2020_count,otherCong2020_count,incumbentParty,incumbentMember,district_jungleElec,samePartyGen2020,demCand,demCand2,repCand,repCand2,thirdCand,thirdParty,winner2020,freshman117th,party_change,trump2020Pct,biden2020Pct,trump2016Pct,clinton2016Pct,biden2020_count,trump2020_count,other2020_count,clinton2016_count,trump2016_count,total2016_count,obama2012pct,romney2012pct,total2012_count,obama2012_count,romney2012_count,whitePct,blackPct,hispPct,asianPacificPct,nativePct,otherPct,hsCompletedPct,hsRank,baPct,ba_Rank,white_BAPct,white_BA_Rank,medianIncome,incomeRank,whiteIncome,whiteRank,nonCollWhitePct,districtType,veryLowDensityPct,lowDensityPct,mediumDensityPct,highDensityPct,primaryDate,demRunoff,repRunoff,dem_candStem,dem_partyLeader,dem_candidate,dem_inc,dem_thetaStart,dem_primaryPct,dem_webIdeal,dem_twIdeal,dem_avgIdeal,dem_receipt,dem_itemized,dem_Individual_Unitemized_Contribution,dem_Individual_Contribution,dem_followersCampaign,dem_followersOfficial,dem_screenName,dem_officialScreenName,rep_candStem,rep_candidate,rep_partyLeader,rep_inc,rep_thetaStart,rep_primaryPct,rep_webIdeal,rep_twIdeal,rep_avgIdeal,rep_receipt,rep_Itemized,rep_Individual_Unitemized_Contribution,rep_Individual_Contribution,rep_followersCampaign,rep_followersOfficial,rep_screenName,rep_officialScreenName,onePartyGeneral,house_cand_dem_gender,house_cand_rep_gender,rep_man_vs_dem_woman,dem_man_vs_rep_woman,probCon_dem,probCon_rep,UtahDum,trump2016Pct2Party,trump2020Pct2Party,dem_followers,rep_followers,moneyOutlier,Sen_Total_Receipt_Republican,Sen_Total_Receipt_Democrat,Sen_Total_Disbursement_Republican,Sen_Total_Disbursement_Democrat,Sen_Coverage_Start_Date_Republican,Sen_Coverage_Start_Date_Democrat,Sen_Coverage_End_Date_Republican,Sen_Coverage_End_Date_Democrat,Sen_Individual_Itemized_Contribution_Republican,Sen_Individual_Itemized_Contribution_Democrat,Sen_Individual_Unitemized_Contribution_Republican,Sen_Individual_Unitemized_Contribution_Democrat,Sen_Individual_Contribution_Republican,Sen_Individual_Contribution_Democrat,Sen_Total_Contribution_Republican,Sen_Total_Contribution_Democrat,Sen_Other_Receipts_Republican,Sen_Other_Receipts_Democrat,senState
CA-08,California,FALSE,8,6,R+9,NA,43.9,43.9,NA,NA,NA,NA,124400,NA,158711,NA,0,Republican,Paul Cook,0,0,NA,NA,Jay Obernolte,NA,NA,NA,Jay Obernolte,Yes,NA,54,43.6,54.74434686,39.61346018,NA,NA,NA,92234,127464,232835,41.65816219,55.62542033,212633,88579,118278,53.95086217,7.988833265,31.83254096,3.200990733,0.976039797,2.050733079,82.91781001,370,16.83773406,414,20.5832328,413,5.2244,310,55625,339,42.84603061,Rural-suburban mix,0.267238283,0.47800226,0.234738237,0.020021219,2021-03-03T00:00:00Z,NA,NA,CA-08-bubser_christine-,0,Christine Bubser,0,-0.870059059,28.7,-0.37,-0.47,-0.41,1.87613992,1.66070983,0.21543009,1.55568652,1524,0,@bubser4congress,NA,CA-08-obernolte_jay-,Jay Obernolte,0,0,1.034735001,35,NA,0.87,0.87,2.38659331,2.28159448,0.10499883,0.41342131,0,6122,@TeamObernolte,@JayObernolte,0,F,M,1,0,0.34090297377232265,0.8078497978963037,FALSE,0.5801782446813349,0.5532786885245902,1524,6122,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-09,California,FALSE,9,0,D+8,NA,57.6,57.6,NA,NA,NA,NA,174252,NA,128358,NA,0,Democratic,Jerry McNerney,0,0,Jerry McNerney,NA,NA,NA,NA,NA,Jerry McNerney,NA,NA,39.9,57.9,37.98800123,56.55923188,NA,NA,NA,134719,90484,238191,57.83525182,40.12627546,220312,127418,88403,43.8218406,10.03944293,28.72249305,14.00065562,0.300316178,3.115251621,80.72371297,389,20.18056227,387,25.12747372,353,6.4283,163,76677,127,32.81051912,Dense suburban,0.090937515,0.236530012,0.449621722,0.222910751,2021-03-03T00:00:00Z,NA,NA,CA-09-mcnerney_jerry-,0,Jerry McNerney,1,-0.975447349,56.6,-0.64,-0.81,-0.71,1.19106531,1.09281999,0.09824532,0.70109235,0,0,@jerrymcnerney,@RepMcNerney,CA-09-amador_antonio-,Antonio Amador,0,0,1.034735001,30.4,1.12,NA,1.12,0.052225,0.04279,0.009435,0.036135,0,0,@tonyamador,NA,0,M,M,0,0,0.23885206808998666,0.8686431189572693,FALSE,0.40178860849988646,0.40797546012269936,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-10,California,FALSE,10,1,EVEN,NA,55.2,55.2,NA,NA,NA,NA,166865,NA,135629,NA,0,Democratic,Josh Harder,0,0,Josh Harder,NA,NA,NA,NA,NA,Josh Harder,NA,NA,47.4,50.3,45.5378004,48.53763351,NA,NA,NA,116335,109145,239680,50.63524752,47.02644657,215113,108923,101160,53.2451846,3.613955576,32.63035252,7.328387883,0.538726297,2.644462022,79.96477538,398,17.58952036,410,22.05957917,399,6.2837,176,68315,193,41.49952095,Dense suburban,0.113324645,0.20045871,0.460711605,0.22550504,2021-03-03T00:00:00Z,NA,NA,CA-10-harder_josh-,0,Josh Harder,1,-0.4336472,44.1,-0.24,-0.36,-0.33,7.46581037,6.66406102,0.80174935,6.07943259,14115,0,@JoshHarder,@RepJoshHarder,CA-10-howze_ted-,Ted Howze,0,0,1.034735001,33.9,0.96,1.22,1.07,1.58266441,1.34412743,0.23853698,1.00169082,9805,0,@Ted_Howze,NA,0,M,M,0,0,0.3706999810593465,0.8576903456440608,FALSE,0.48405623558630484,0.4851586489252815,14115,9805,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-11,California,FALSE,11,0,D+21,NA,73,73,NA,NA,NA,NA,271063,NA,100293,NA,0,Democratic,Mark DeSaulnier,0,0,Mark DeSaulnier,NA,NA,NA,NA,NA,Mark DeSaulnier,NA,NA,23.6,74.3,22.67314632,71.52331653,NA,NA,NA,223559,70869,312568,67.64397245,29.96207668,301134,203699,90226,55.84071063,9.046695539,17.27142096,13.77955525,0.221067757,3.840549856,88.34203397,248,44.10785493,53,56.46188103,36,8.8762,37,106958,21,24.31199503,Urban-suburban mix,0.022609345,0.240418852,0.333292353,0.40367945,2021-03-03T00:00:00Z,NA,NA,CA-11-desaulnier_mark-,0,Mark DeSaulnier,1,-1.273070359,71.3,-1.42,-0.93,-0.97,0.60856527,0.56275262,0.04581265,0.20927824,2532,0,@MarkDeSaulnier,@RepDeSaulnier,CA-11-sharma_nisha-,Nisha Sharma,0,0,1.034735001,21.5,0.91,NA,0.91,0.18607934,0.17376289,0.01231645,0.16234585,0,0,@NishaSharmaCA11,NA,0,M,F,0,1,0.16602324606352964,0.8185887451082028,FALSE,0.2407006127134644,0.2410623084780388,2532,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-12,California,FALSE,12,0,D+37,NA,77.6,NA,22.36506406,NA,NA,NA,281776,81174,NA,NA,0,Democratic,Nancy Pelosi,1,1,Nancy Pelosi,Shahid Buttar,None,NA,NA,NA,Nancy Pelosi,NA,NA,11.9,86.1,8.684575805,86.18824107,NA,NA,NA,309221,31158,358774,84.1048482,12.48583744,320387,269461,40003,48.50298872,5.55653804,11.24305875,31.1896509,0.199837301,3.30792629,88.929104,219,58.86274084,8,77.32661678,2,10.5548,13,133153,2,10.9972685,Pure urban,4.71314e-4,0.011569472,0.015539853,0.972419361,2021-03-03T00:00:00Z,NA,NA,CA-12-pelosi_nancy-,1,Nancy Pelosi,1,-0.870059059,74,-0.81,-1.18,-1.08,26.14027849,11.96012731,14.18015118,22.4790526,645815,0,@TeamPelosi,@SpeakerPelosi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,F,NA,NA,0,0.14007109008876903,NA,FALSE,0.091539137,0.12142857142857143,645815,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-13,California,FALSE,13,0,D+40,NA,90.4,90.4,NA,9.6,NA,NA,327863,NA,34955,NA,0,Democratic,Barbara Lee,0,0,Barbara Lee,NA,Nikka Piterman,NA,NA,NA,Barbara Lee,NA,NA,9,88.9,6.805328641,87.35225647,NA,NA,NA,291926,22743,334194,87.52228106,8.969227655,306314,268093,27474,41.96143495,18.71629899,14.08231969,20.76898591,0.439861482,4.03013437,85.56133826,329,48.22484211,30,71.1858756,7,7.542000000000001,79,107171,20,12.09082007,Pure urban,0.002136938,0.0458227,0.106423434,0.845616929,2021-03-03T00:00:00Z,NA,NA,CA-13-lee_barbara-,0,Barbara Lee,1,-1.38314016,92.6,-1.53,-1.58,-1.58,1.84024815,1.47379859,0.36644956,1.30795028,51935,0,@BLeeForCongress,@RepBarbaraLee,CA-13-piterman_nikka-,Nikka Piterman,0,0,1.034735001,7.4,1.23,1.58,1.4,0.00987941,0.00620885,0.00367056,0.00612496,904,0,@NikkaGOP,NA,0,F,M,1,0,0.057053433,0.9192433407662289,FALSE,0.072275947,0.091930541,51935,904,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-14,California,FALSE,14,0,D+27,NA,79.3,79.3,NA,NA,NA,NA,278227,NA,72684,NA,0,Democratic,Jackie Speier,0,0,Jackie Speier,NA,NA,NA,NA,NA,Jackie Speier,NA,NA,20.5,77.7,18.2133585,76.91465458,NA,NA,NA,229008,54229,297743,74.23355392,23.56177885,269882,200343,63589,41.24010818,3.440849444,17.79825704,34.50065111,0.155263949,2.863868577,88.35707408,247,47.43002291,33,56.91596451,33,10.768099999999999,10,121639,7,17.76790285,Urban-suburban mix,0.023704437,0.096242496,0.21598721,0.664065857,2021-03-03T00:00:00Z,NA,NA,CA-14-speier_jackie-,0,Jackie Speier,1,-0.894276405,77.3,-0.87,-1.32,-1.1,0.93239015,0.90347032,0.02891983,0.65349099,8675,0,@JackieSpeier,@RepSpeier,CA-14-petel_ran-,Ran Petel,0,0,1.034735001,16,0.98,NA,0.98,0,0,0,0,0,0,@petel4congress,NA,0,F,M,1,0,0.13566606094638264,0.8364569406723077,FALSE,0.19146156752119217,0.20875763747454174,8675,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-15,California,FALSE,15,0,D+20,NA,70.9,70.9,NA,NA,NA,NA,242991,NA,99710,NA,0,Democratic,Eric Swalwell,0,0,Eric Swalwell,NA,NA,NA,NA,NA,Eric Swalwell,NA,NA,26.4,71.5,24.18252875,69.92577389,NA,NA,NA,198964,68808,284536,68.0105598,29.83296944,260611,177243,77748,41.66787287,6.909493187,17.95661794,29.99731188,0.344285685,3.124418436,89.92854407,172,44.5199376,50,46.78946987,83,10.9911,8,113439,16,22.17169605,Urban-suburban mix,0.05213472,0.147415039,0.286899722,0.513550518,2021-03-03T00:00:00Z,NA,NA,CA-15-swalwell_eric-,0,Eric Swalwell,1,-0.922523255,59,-1.03,-1.27,-1.18,2.90350045,2.51441065,0.3890898,2.27850423,262618,0,@ericswalwell,@RepSwalwell,CA-15-hayden_alison-,Alison Hayden,0,0,1.034735001,17,0.98,1.7,1.41,0,0,0,0,2625,0,@Alison4Congress,NA,0,M,F,0,1,0.11900010745520072,0.9207301585466076,FALSE,0.2569648805700374,0.2696629213483146,262618,2625,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-16,California,FALSE,16,0,D+9,NA,59.4,59.4,NA,NA,NA,NA,128690,NA,88039,NA,0,Democratic,Jim Costa,0,0,Jim Costa,NA,NA,NA,NA,NA,Jim Costa,NA,NA,38.9,58.8,36.36828976,57.95580241,NA,NA,NA,98504,61813,169964,58.55297362,39.3595388,151953,88973,59808,33.04426692,7.368708768,47.86989527,9.267104822,0.667171912,1.784094721,67.39334111,428,12.57599204,431,21.78723266,401,4.3327,403,55308,347,25.8448356,Dense suburban,0.16602181,0.236400317,0.366472542,0.231105331,2021-03-03T00:00:00Z,NA,NA,CA-16-costa_jim-,0,Jim Costa,1,-0.467217667,37.6,-0.55,-0.46,-0.5,2.14377473,2.13646943,0.0073053,0.90398601,0,22935,NA,@RepJimCosta,CA-16-cookingham_kevin-,Kevin Cookingham,0,0,1.034735001,35.3,1.1,1.21,1.14,0.26673935,0.2306815,0.03605785,0.25023935,7990,0,@KevCookingham,NA,0,M,M,0,0,0.30853753872598694,0.8728568494372018,FALSE,0.38556734469831633,0.3981576253838281,22935,7990,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-17,California,FALSE,17,0,D+25,NA,71.3,71.3,NA,NA,NA,NA,212137,NA,85199,NA,0,Democratic,Ro Khanna,0,0,Ro Khanna,NA,NA,NA,NA,NA,Ro Khanna,NA,NA,25.5,72.5,20.47729146,73.90619031,NA,NA,NA,183801,50926,248695,71.93050227,25.54498126,227806,163862,58193,32.49153064,3.019311273,15.0931344,46.45541754,0.254365853,2.687380944,91.46826196,102,56.96908364,11,52.8288398,48,12.5675,2,117010,11,15.32663197,Pure urban,0.008294134,0.064441211,0.161098087,0.766166568,2021-03-03T00:00:00Z,NA,NA,CA-17-khanna_ro-,0,Ro Khanna,1,-1.365249827,68.6,-1.04,-1.57,-1.22,3.88073501,3.43579524,0.44493977,3.87025868,239761,0,@RoKhanna,@RepRoKhanna,CA-17-tandon_ritesh-,Ritesh Tandon,0,0,1.034735001,21.5,0.89,1.31,0.95,0.17800132,0.14080462,0.0371967,0.16744932,2932,0,@tandon4congress,NA,0,M,M,0,0,0.11123243744783462,0.8289438736915182,FALSE,0.21695842404154636,0.2602040816326531,239761,2932,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-18,California,FALSE,18,0,D+23,NA,63.2,NA,36.8313385,NA,NA,NA,217388,126751,NA,NA,0,Democratic,Anna Eshoo,1,1,Anna Eshoo,Rishi Kumar,None,NA,NA,NA,Anna Eshoo,NA,NA,21.3,76.4,20.2328593,73.4070741,NA,NA,NA,246015,67808,335138,68.23271749,28.92761604,319615,218082,92457,63.66571503,2.090838308,11.6750584,19.49961069,0.209706722,2.858032702,93.82641562,22,62.7455916,3,65.64971038,14,12.9821,1,134480,1,21.8693575,Urban-suburban mix,0.043208436,0.151931204,0.250548249,0.554312111,2021-03-03T00:00:00Z,NA,NA,CA-18-eshoo_anna-,0,Anna Eshoo,1,-0.970749364,61.7,-1.19,-0.68,-1.11,2.12863698,2.08574504,0.04289194,1.12914069,665,0,@Eshoo4Congress,@RepAnnaEshoo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,F,NA,NA,0,0.13349951324274723,NA,FALSE,0.21607084248127084,0.21801433,665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-19,California,FALSE,19,0,D+24,NA,71.7,71.7,NA,NA,NA,NA,224385,NA,88642,NA,0,Democratic,Zoe Lofgren,0,0,Zoe Lofgren,NA,NA,NA,NA,NA,Zoe Lofgren,NA,NA,27.9,70,21.49295097,72.90780362,NA,NA,NA,187828,55371,257624,71.213464,26.519733955137202,232442,165530,61643,33.31855324,3.290682207,30.98329849,29.57707819,0.247038703,2.583349169,81.34258266,387,35.89986945,123,49.55086735,67,9.8314,23,120114,8,16.80892112,Urban-suburban mix,0.024078472,0.103068187,0.199140617,0.673712724,2021-03-03T00:00:00Z,NA,NA,CA-19-lofgren_zoe-,0,Zoe Lofgren,1,-1.250279275,62.9,-1.3,-1.12,-1.24,1.75429187,1.72217734,0.03211453,0.51487293,0,0,@ZoeLofgren,@RepZoeLofgren,CA-19-aguilera_justinjames-,Justin James Aguilera,0,0,1.034735001,12.4,0.89,NA,0.89,0.009102,0.0075,0.001602,0.004102,0,0,NA,NA,0,F,M,1,0,0.10748769707458689,0.8132670569628274,FALSE,0.2276777453854663,0.2849846782431052,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-20,California,FALSE,20,0,D+23,NA,76.8,76.8,NA,NA,NA,NA,236896,NA,71658,NA,0,Democratic,Jimmy Panetta,0,0,Jimmy Panetta,NA,NA,NA,NA,NA,Jimmy Panetta,NA,NA,25,72.7,23.22190085,70.35448939,NA,NA,NA,180486,59573,256538,70.88834905,26.1923043,238341,168956,62427,53.28393281,2.562700665,34.85761482,6.037411009,0.323391187,2.934949514,75.69989858,415,27.79611011,248,45.19207988,93,6.9872000000000005,121,84159,85,29.20381533,Urban-suburban mix,0.201748115,0.171049317,0.238579783,0.388622785,2021-03-03T00:00:00Z,NA,NA,CA-20-panetta_jimmy-,0,Jimmy Panetta,1,-0.646314543,66.2,-0.78,-0.38,-0.51,2.01045546,1.94705911,0.06339635,0.72555185,1663,0,@JimmyPanetta,@RepJimmyPanetta,CA-20-gorman_jeff-,Jeff Gorman,0,0,1.034735001,20.3,1.18,NA,1.18,0.0677342,0.05443776,0.01329644,0.0666342,0,0,@GormanCongress,NA,0,M,M,0,0,0.3050257308975194,0.8809998925447993,FALSE,0.24815982737576991,0.25588536335721596,1663,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-21,California,FALSE,21,3,D+5,NA,49.6,49.6,NA,NA,NA,NA,84406,NA,85928,NA,0,Democratic,TJ Cox,0,0,NA,NA,David Valadao,NA,NA,NA,David Valadao,Yes,Yes,43.5,54.4,39.6663272,55.2424669,NA,NA,NA,73773,52972,133544,54.63801664,43.54284085,119232,65146,51917,27.46011113,5.725141772,60.68393161,3.82818861,0.599940006,1.702686874,59.43057819,433,8.341691945,435,17.80891922,430,4.2155000000000005,410,59609,286,22.56976212,Rural-suburban mix,0.33002772,0.304560954,0.276540951,0.088870375,2021-03-03T00:00:00Z,NA,NA,CA-21-cox_tj-,0,TJ Cox,1,-0.501403315,38.7,-0.43,-0.41,-0.42,6.04583406,5.29214607,0.75368799,4.19990794,7592,0,@TJCoxCongress,@RepTjCox,CA-21-valadao_david-,David Valadao,0,0,1.034735001,49.7,0.97,0.96,0.97,4.07751209,3.45070332,0.62680877,2.82489386,8602,0,@dgvaladao,@RepDavidValadao,0,M,M,0,0,0.3372427268482495,0.8339767539364704,FALSE,0.4179415361552721,0.44433094994892747,7592,8602,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-22,California,FALSE,22,5,R+8,NA,45.8,45.8,NA,NA,NA,NA,144251,NA,170888,NA,0,Republican,Devin Nunes,0,0,NA,NA,Devin Nunes,NA,NA,NA,Devin Nunes,NA,NA,51.6,46.2,52.09068157,42.59735068,NA,NA,NA,102292,125089,240137,41.57891883,56.58628513,221278,92005,125213,49.28372548,3.146719378,37.60547514,7.657973602,0.502667432,1.802376246,81.44543473,384,24.92414597,297,32.64230039,231,5.9239999999999995,203,70990,176,33.19638377,Dense suburban,0.142059434,0.210396114,0.502508543,0.145035909,2021-03-03T00:00:00Z,NA,NA,CA-22-arballo_phil-,0,Phil Arballo,0,-0.870059059,25,-0.56,-1.2,-1.05,5.17472288,2.3405083,2.83421458,5.100078,256933,0,@PhilArballo2020,NA,CA-22-nunes_devin-,Devin Nunes,0,1,1.036502308,56.1,NA,1.73,1.73,26.33010644,12.61384963,13.71625681,25.03466528,1305154,0,@DevinNunes,@RepDevinNunes,0,M,M,0,0,0.14685905637589589,0.9581848623864051,FALSE,0.5501295182974832,0.5276073619631901,256933,1305154,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-23,California,FALSE,23,6,R+14,NA,37.9,37.9,NA,NA,NA,NA,115896,NA,190222,NA,0,Republican,Kevin McCarthy,0,0,NA,NA,Kevin McCarthy,NA,NA,NA,Kevin McCarthy,NA,NA,57.1,40.5,58.13471968,36.06655123,NA,NA,NA,88314,142351,244864,36.12850148,61.51247047,227297,82119,139816,55.07474673,6.767358537,30.45259863,4.652623342,0.709373198,2.343299563,82.38657152,374,20.41423727,381,24.57768377,362,5.9119,205,65631,215,41.53864964,Dense suburban,0.200152243,0.226963367,0.450716971,0.12216742,2021-03-03T00:00:00Z,NA,NA,CA-23-mangone_kim-,0,Kim Mangone,0,-0.870059059,33.5,-0.51,-1.28,-1.2,1.68485018,0.51108279,1.17376739,1.65436297,265882,0,@KimMangone,NA,CA-23-mccarthy_kevin-,Kevin McCarthy,1,1,0.969657943,66.5,1.07,1.56,1.47,27.57508779,14.9952203,12.57986749,20.20572895,74894,0,@kevinomccarthy,@GOPLeader,0,F,M,1,0,0.11506967022170828,0.9292191230083144,FALSE,0.6171330717707498,0.5850409836065574,265882,74894,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
